estado;año_inicio_comercialización;tipo;espacio_de_comercialización;corregimiento_o_barrio;sexo;inscrito_en_cedezo;tipo_de_inscripción;comuna;productos;"vereda"
activo;2018;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, cebolla, col, sabila, apio, café, banano, aromaticas;"la potrera"
activo;2018;productor;piloto guayabal;santa elena;femenino;no se encuentra inscrito;directo;santa elena;productora de hortalizas y flores;"el placer"
activo;2018;productor;canal institucional;santa elena;femenino;no se encuentra inscrito;directo;santa elena;papa;"el placer"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;papa;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;flores limonio,caspia,imperico;"boqueron"
activo;2018;transformador;barrio cristobal;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;arepa de zanahoria, hojaldrados de verduras, palitos, mermeladas encurtidos;"el hechizo"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;tomate, cebolla, cillantro;"las playas"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas y flores;"el uvito"
activo;2018;productor;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;flores: bouquet, cartucho, anturios;"el llano"
activo;2018;productor;villa de aburrá;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;apio, limon, cilantro, zanahoria, espinaca, cebolla de rama, tomate de aliño, mora, brocoli, coliflor, acelga, huevos, tomate de arbol, flores, aromatico y hierbas finas.;"el llano"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;hortalizas, abono y plantas;"no dato"
activo;2018;productor;indirecto;santa elena;femenino;no se encuentra inscrito;indirecto;santa elena;brocoli, coliflor, repollo, lechuga, apio, zanahoria, remolacha, rabano, tomate, cebolla, huevos;"el llano"
activo;2018;productor-plantas;san antonio de prado ii;san antonio de prado;masculino;no se encuentra inscrito;directo;san antonio de prado;plantas y suculentas;"potrerito"
activo;2018;productor;tienda mercados campesinos;santa elena;masculino;no se encuentra inscrito;directo;santa elena;hortalizas y plantas;"no dato"
activo;2018;productor;san antonio de prado ii;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;"cebolla,tomate,maiz,frijol

producción pecuaria: 9 cerdos de cria, 5 lechonas, 30 gallinas";"montañita"
activo;2018;productor;indirecto;san antonio de prado;no dato;no se encuentra inscrito;indirecto;san antonio de prado;porcicola -leche;"montañita"
activo;2018;productor;indirecto;san antonio de prado;no dato;no se encuentra inscrito;indirecto;san antonio de prado;"lulo,tomate de arbol,aguacate,aji

produccion pecuaria: 18 vacas y novillas";"yarumalito"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;"aji,frijol,cebolla,cilantro,tomate

produccion pecuaria: 7 vacas lecheras";"yarumalito"
activo;2018;productor;san antonio de prado ii;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;tomate aliños,cebolla,cilantro;"la florida"
activo;2018;productor-transformador;san antonio de prado ii;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;aromaticas procesadas;"centralidad"
activo;2018;productor-transformador;san antonio de padro;san antonio de prado;no dato;no se encuentra inscrito;indirecto;san antonio de prado;hortalizas, mermeladas, encurtidos y aromaticas;"montañita"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"la palma"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;zanahoria lechuga col y flor, col, cebolla de huevo y rama, repollo, apio, remolacha, avichuela, yacon;"la palma"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"san josé"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;espinaca y lechuga;"boqueron"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;flores y cilantro;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"la ilusion"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"boqueron"
activo;2018;productor-plantas;eventos;santa elena;masculino;no se encuentra inscrito;directo;santa elena;suculentas;"media luna"
activo;2018;productor;eventos;san cristobal;masculino;no dato;directo;san cristobal;hortalizas y frutas;"el yolombo"
inactivo;2018;productor;inactivo;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;hortalizas;"el llano"
activo;2018;productor;villa de aburrá;san cristobal;masculino;no dato;directo;san cristobal;hortalizas;"el uvito"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;hortalizas;"san jose de la montaña"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;hortalizas;"yarumalito"
activo;2018;productor-transformador;san antonio de prado ii;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;arepas sancochadas, tamales, guacamole, chorizo de pollo y cerdo;"la taboga"
activo;2018;productor-transformador;san antonio de prado ii;san antonio de prado;femenino;no se encuentra inscrito;directo;san antonio de prado;helados, panelitas de cidra y coco, postres y mermeladas;"la taboga"
activo;2018;productor-plantas;piloto guayabal;santa elena;femenino;no se encuentra inscrito;directo;santa elena;mora, uchuva, aguacate, frijol, breva, suculentas, guayabas;"el plan"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;cilantro, frijol, aromaticas, limon, penca, guineo, brevo;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;penca, cebolla de rama, limon, aromaticas;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;espinaca, pepino, ají, aromaticas, cebolla junca, cidra limon y alcachofa;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;espinaca, puerro, lechuga, coliflor, brocoli, cilantro;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;plantulas de repollo morado, repollo blanco, tomate de aliño, lechuga, perejil, ají, brocoli, coliflor, cilantro;"san jose"
activo;2018;productor;santa maria los angeles;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;apio, albahaca, rugula, cogollo europeo, fresa, limonaria, lechuga;"rancho grande"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;frijol, yacon, huevos, hortalizas, aromaticas;"san jose de la montaña"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;frijol, maiz, brevas, aguacates, pollos;"yarumalito"
activo;2018;productor;indirecto;san antonio de prado;femenino;no dato;indirecto;san antonio de prado;cebolla, espinaca, cilantro, aji pique, frijol suquini;"potrerito"
activo;2018;productor;indirecto;san antonio de prado;femenino;no se encuentra inscrito;indirecto;san antonio de prado;cebolla, frijol, cilantro, lechuga. zanahoria,;"astilleros"
activo;2018;productor;indirecto;san antonio de prado;femenino;no se encuentra inscrito;indirecto;san antonio de prado;huevos;"montañita"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;cilantro, cebolla, rábano,;"la loma"
activo;2018;productor;indirecto;san antonio de prado;femenino;no se encuentra inscrito;indirecto;san antonio de prado;huevos;"astilleros"
activo;2018;productor;indirecto;san antonio de prado;femenino;no se encuentra inscrito;indirecto;san antonio de prado;huevos;"yarumalito"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, cebolla, caña, platano, cilantro, yuca,;"la frisola"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla, brocoli, lechuga;"uvito"
activo;2018;productor;indirecto;santa elena;femenino;no se encuentra inscrito;indirecto;santa elena;flores, hortalizas, aguacate, brevas, citricos;"media luna"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;hortalizas, aromaticas, flores;"barro blanco"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla rama, frijol, tomate de arbol, lulo, mora, gulupa;"la palma"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;mora, perejil crespo, papa criolla, espinaca, cilantro, brocoli, vitoria, cebolla junca, col, lechuga crespa, limon mandarino, naranjas y plantas;"boqueron"
activo;2018;productor;barrio cristobal;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;lechuga crespa, perejil crespo, col cebolla junca, mora, espinaca, acelga ají dulce y picante, calabazin, cilantro, tomate, aromaticas;"san josé de la montaña"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla, remolacha, cilantro, lechuga crespa, perejil crespo, cilantro, zuquini;"boqueron"
activo;2018;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;remolacha, zanahoria, espinaca, cilantro, lechuga, habichuela, pepino, arveja, plantas aromaticas;"boqueron"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;biscocho;"las flores"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla cilantro, lechuga, puerro, acelga, aromaticas, brocoli, perejil, zanahoria;"el yolombo"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;lechuga, cilantro, cebolla espinaca y lechuga;"el llano"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;variedad de aromaticas;"el llano"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;cebolla ruda cilantro perejil;"el uvito"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;espinaca, ají picante, mora, zanahoria, cebolla junca, cilantro;"san josé de la montaña"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;suquini, lechuga, papa criolla, brocoli, cilantro, uchuva, tomate, arveja, frijol;"mazo"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;frijol, habas, maiz, coles;"mazo"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;mandarina, naranja, aguacate, pepino, zanahoria, arveja, cebolla, brocoli, coliflor, lechuga, tomate;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;café, hortalizas, arracacha, frijol, maiz, aguacate;"travesias"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;lechuga crespa, cilantro, lechuga, cebollin acelga ajo ruda perejil oregano;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;albahaca, lechuga, ajo espinaca, ñplatano, guineo apio;"travesias"
activo;2018;productor;villa de aburrá;san cristobal;no dato;no se encuentra inscrito;directo;san cristobal;hortalizas, macetas con flores, buquet,;"llano"
activo;2018;productor;eventos;san cristobal;no dato;no se encuentra inscrito;directo;san cristobal;hortalizas;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;flores: pompon margarita, pinocho;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla huevo, lechuga aromaticas maiz;"la palma"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;panaderia pan integral y finas hierbas;"la palma"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;lechuga crespa, cebolla, cilantro,  aromaticas, ajo platano, banano guineo;"el llano"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, banano, guineo, naranja, lima limon mandarino cidras chachafruto nispero;"la potrera"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café platano banano guineo limon naranja criolla y lima cidra;"miserengo"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, naranja, banano, guineo, limon mandarino, yuca y arracacha;"miserengo"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, banano yuca limon mandarino, cebolla junca naranja agria;"miserengo"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platanon banano guineo arracacha, yuca, limon, naranja, aguacate;"miserengo"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano banano naranja, guayaba, limon tahiti, mandarina, maiz;"miserengo"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, limon tahiti, limon mandarino, guineo;"miserengo"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, banano, limon mandarina, naranja, mandarina, aguacate, guamas, guayaba, naranja, cidras, cebolla junca;"miserengo"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, guineo, banano, cebolla, frijol, yuca, arracacha, limon naranja, aguacate;"urquita"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;cebolla junca, yuca, chocolo, frijol, cilantro, apio, platano, café, naranja, limon, tomate;"urquita"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, banano, limon mandarino;"urquita"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;limon mandarino, mandarina, guayaba;"urquita"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;yuca, platano, naranja, lima cebolla junca, banano, mandarino, café;"la loma"
activo;2018;productor;indirecto;altavista;no dato;no se encuentra inscrito;indirecto;altavista;no dato;"aguas frias"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;cebolla, platano, yuca, tomate arbol, arracacha, limon;"la potrera"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;tomate de aliño, cebolla junca, cebollin, frijol, maiz, naranja, lima mandarina, tangelo limon mandarino yuc platano cilantro;"aldea"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, yuca, platano, limon naranja banano maiz, aguacate;"la suiza"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;no dato;"no dato"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;no dato;"no dato"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;cebolla arveja frijoles;"mazo"
activo;2018;productor;indirecto;san antonio de prado;no dato;no se encuentra inscrito;indirecto;san antonio de prado;tomate, cilantro, frijol, lechuga, pepino, arveja, cebolla, maiz, yuca, platano;"la florida"
activo;2018;productor;indirecto;san antonio de prado;no dato;no se encuentra inscrito;indirecto;san antonio de prado;tomate de arbol guayaba lulo aguacate frijol manzana limon mandarina aromaticas;"el salado"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;platano, maiz, ají;"la florida"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;aguacate;"la florida"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;banano platano guineo maiz yuca cebolla rama mora lulo;"la florida"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;tomate aliño. flores, lechuga crespa;"barro blanco"
activo;2018;productor;indirecto;santa elena;femenino;no se encuentra inscrito;indirecto;santa elena;aromaticas, col, yacon, lechuga crespa, batavia, remolacha, papa criolla, mora, zanahoria, repollo, brocoli;"piedra gorda"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;mora, tomate de arbol, uchuva, arveja, frijol, brocoli, papa criolla. papa negra, espinaca, aromaticas, perejil crespo y liso, col y acelga;"mazo"
activo;2018;productor;indirecto;santa elena;femenino;no se encuentra inscrito;indirecto;santa elena;lechuga variada, repollo, remolacha, rabanos, ají picante, coliflor, aromaticas variadas,;"mazo"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;papa criolla, fresa uchuva frijol, arveja, aromaticas variadas;"piedra gorda"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla junca, cilantro;"no dato"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;yacon, coles, cebolla, habas cilantro aromaticas papa capira y criolla, limon mandarina durazno guayaba;"el rosario"
activo;2018;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;lechugas variadas, zuquini, uchuva, tomate arbol, papa capira, coles cebolla, cilantro maiz penca sabila, aromaticas victoria frijol cargamanto;"el rosario"
activo;2018;productor;indirecto;san antonio de prado;femenino;no se encuentra inscrito;indirecto;san antonio de prado;yuca, frijol. maiz . cebola. naranja;"montañita"
activo;2018;productor;indirecto;san antonio de prado;masculino;no se encuentra inscrito;indirecto;san antonio de prado;ají, tomate de aliño, tomate de arbol, pepino de rellenar, brevas, cilantro frijol cargamanto, arveja, lulo,  cebolla;"yarumalito"
activo;2018;productor-transformador;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;leche, cuajada, quisito;"la aldea"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;mandarina, chocolo, naranja, guayaba, limon, arracacha platano banano;"la potrera"
activo;2018;productor-transformador;barrio cristobal;santa elena;femenino;no se encuentra inscrito;directo;santa elena;"hortalizas: lechuga coliflor, brocoli. zuquini, cilantro, perejil, ceoblla larga, pimenton.
transformados: sasonador, ají picante, ají dulce";"el llano"
activo;2018;productor;barrio cristobal;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;tomate de arbol, mora, cebolla junca, cebollin, cilantro;"boqueron"
activo;2018;productor;barrio cristobal;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;tomate de aliño, coliflor, mora, aromaticas, brocoli, cilantro, lechuga, cebolla de rama;"san jose de la montaña"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cilantro, huevos, cebolla junca, mostaza, perejil, cebolla de huevo;"san josé de la montaña"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;lechuga crespa, cebolla junca, cilantro, col, perejil crespo, espinaca, brocoli;"boqueron"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;flores, cilantro, lechuga crespa, brocoli, mora;"llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla junca, cilantro , cebollin;"la cuchilla"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cilantro, cebolla, perejil, mora frijol plantas aromaticas flores;"el uvito"
activo;2018;productor;villa de aburrá;santa elena;masculino;no se encuentra inscrito;directo;santa elena;café, aromaticas, chirimoya, plantas ornamentales;"media luna"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, limon , naranja, mandarina, yuca cidra;"la aldea"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;lechuga, cilantro, cebolla, brocoli, huevos;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;lechuga crespa cilantro perejil cebollin, plantas aromaticas;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;coles aromaticas cefe limon;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;apio cilantro zuquini albahaca tomate coliflor perejil;"el  llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;mora y aguacate;"san jose de la montaña"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, banano, limon, naranja, oja de biao;"urquita"
activo;2018;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;cebolla junca, mandarina, naranja, pltano, banano, guimeo, limon mandarina y tahiti, cilantro yuca tomate de aliño, remolacha, habicuelacafé, caña, panela;"aldea"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, banano, yuca, cebolla junca, cilantro, ají, habicuela, frijol, tomate, caña panelacon sus derivados;"la aldea"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;naranja criolla, limon, aguacate, café, platano, banano, guineo, cebolla, coles, plantas aromaticas;"urquita"
activo;2018;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, banano, guineo, brevas, aguacate, mandarina, guanabana, limones;"urquita"
activo;2018;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;naranja, limon mandarino, mandarinas, aguacate, guayba, platano, banano, guineo, mango, caña y panela;"la aldea"
activo;2018;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;ruda yerbabuena, manzanilla, camandula, ajo, perejil crespo cebolla junca;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;mora;"boqueron"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;apio, lechuga crespa, espinaca, perejil crespo, cebolla puerro;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla cilantro perejil cebollin;"el llano"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;lechuga, cilantro, espinaca, vitoria;"boqueron"
activo;2018;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla apio perejilcrespo acelga coles cebollin plantas aromaticas;"no dato"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;cebolla junca, cilantro, espinaca, perejil, rábano;"el uvito"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"la ilusion"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;directo;san cristobal;ajo;"la ilusion"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"la ilusion"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el uvito"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el uvito"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el uvito"
activo;2018;productor;villa de aburrá;santa elena;no dato;no se encuentra inscrito;directo;santa elena;no dato;"piedras blancas"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el uvito"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el uvito"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el llano"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"boqueron"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"boqueron"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el uvito"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"el llano"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"san jose"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"san jose"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"boqueron"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"san jose"
activo;2018;productor;indirecto;san cristobal;no dato;no se encuentra inscrito;indirecto;san cristobal;no dato;"san jose"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;no dato;"el llano"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;no dato;"el llano"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;no dato;"el llano"
activo;2018;productor;indirecto;santa elena;no dato;no se encuentra inscrito;indirecto;santa elena;no dato;"el llano"
activo;2018;productor;indirecto;san sebastian de palmitas;no dato;no se encuentra inscrito;indirecto;san sebastian de palmitas;no dato;"la frisola"
activo;2019;transformador;villa de aburrá;santa elena;femenino;no se encuentra inscrito;directo;santa elena;germinados, mantequilla clarificada, mermeladas de frutas, carne vegetariana, sanduches;"piedra gorda"
activo;2019;productor;villa de aburrá;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;huevos;"pajarito"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;limon tahiti, aguacate, naranja, mandarina, limon mandario,breva, papas, platano, guineo, cebolla, habichuela, aromaticas, granadilla, guayaba;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;cebolla, repollo, zanahoria, arveja, aromaticas variadas, platano, guineo, banano, tomate, lechuga, pepino cohombro, pepino rellenar, frijol;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;tomate de aliño, frijol, arveja, cilantro, yuca, platano, limon, naranja, mango, cebolla junca;"urquita"
activo;2019;productor;eventos;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;café, platano, banano, guineo, mandarina, limon, naranja, albahaca, cebolla, helecho cuero, zuquini;"aldea"
activo;2019;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;papa capira, papa criolla, lechugas, mora, fresa, aromaticas, cilantro, zuquini, zanahoria rabanos tomate aliño;"el placer"
activo;2019;productor;indirecto;santa elena;femenino;no se encuentra inscrito;indirecto;santa elena;mora, uchuva, aromatica, lulo, papa capira, papa criolla, yacon;"el llano"
