edad;sexo;actividad;comuna
62;mujer;produccion;1
63;mujer;comercio;1
52;mujer;produccion;4
48;mujer;comercio;8
47;mujer;comercio;8
54;mujer;produccion;10
51;mujer;comercio;10
53;mujer;comercio;15
50;mujer;comercio;13
52;mujer;comercio;7
51;mujer;servicios;80
51;mujer;comercio;7
49;mujer;produccion;11
51;mujer;comercio;4
48;mujer;comercio;4
46;mujer;comercio;7
27;mujer;comercio;80
50;mujer;produccion;13
43;mujer;comercio;6
21;mujer;comercio;1
63;mujer;comercio;9
50;mujer;produccion;16
60;mujer;produccion;9
58;mujer;servicios;10
49;mujer;produccion;9
46;mujer;produccion;16
57;mujer;produccion;7
56;mujer;produccion;7
35;mujer;produccion;6
52;mujer;produccion;4
40;mujer;produccion;16
38;mujer;produccion;4
58;mujer;servicios;10
31;mujer;servicios;90
54;mujer;servicios;9
53;mujer;comercio;6
66;mujer;servicios;10
67;mujer;produccion;10
60;mujer;comercio;4
65;mujer;comercio;4
61;mujer;produccion;4
57;mujer;comercio;10
56;mujer;produccion;6
49;mujer;comercio;4
61;mujer;produccion;9
62;mujer;comercio;9
62;mujer;produccion;13
54;mujer;produccion;6
24;mujer;produccion;1
67;mujer;servicios;1
60;mujer;comercio;4
62;mujer;comercio;5
67;mujer;comercio;10
64;mujer;produccion;1
59;mujer;produccion;5
61;mujer;comercio;5
61;mujer;comercio;12
31;mujer;comercio;7
33;mujer;comercio;11
74;mujer;produccion;60
43;mujer;produccion;3
33;mujer;comercio;9
55;mujer;comercio;5
56;mujer;comercio;5
53;mujer;produccion;7
48;mujer;produccion;7
54;mujer;servicios;2
50;mujer;servicios;13
47;mujer;comercio;8
44;mujer;comercio;7
46;mujer;comercio;1
40;mujer;comercio;8
38;mujer;comercio;50
38;mujer;comercio;80
39;mujer;comercio;10
39;mujer;servicios;9
38;mujer;servicios;5
37;mujer;comercio;12
38;mujer;comercio;8
39;mujer;servicios;2
42;mujer;produccion;1
38;mujer;comercio;5
37;mujer;comercio;10
38;mujer;servicios;10
40;mujer;comercio;9
39;mujer;produccion;9
38;hombre;servicios;4
45;hombre;servicios;60
39;mujer;comercio;4
30;mujer;comercio;7
41;mujer;produccion;4
39;mujer;comercio;2
26;mujer;produccion;13
35;mujer;produccion;13
33;mujer;comercio;80
45;mujer;comercio;1
47;mujer;comercio;1
45;mujer;servicios;7
48;mujer;comercio;10
45;mujer;servicios;1
37;mujer;comercio;8
40;mujer;comercio;8
40;mujer;servicios;12
38;mujer;comercio;4
39;mujer;comercio;5
38;mujer;servicios;10
38;mujer;comercio;60
40;mujer;produccion;1
39;mujer;produccion;1
61;mujer;produccion;1
42;mujer;servicios;4
38;mujer;comercio;9
45;mujer;comercio;1
58;mujer;produccion;15
37;mujer;comercio;9
37;mujer;comercio;13
38;mujer;servicios;8
39;mujer;comercio;10
59;mujer;comercio;1
38;mujer;comercio;2
37;mujer;comercio;10
37;mujer;produccion;9
38;mujer;comercio;7
37;mujer;comercio;4
37;mujer;produccion;3
35;mujer;comercio;8
34;mujer;comercio;60
40;mujer;comercio;13
36;mujer;comercio;60
36;mujer;servicios;10
35;mujer;produccion;16
34;mujer;comercio;3
35;mujer;comercio;3
34;mujer;comercio;60
35;mujer;comercio;12
37;mujer;comercio;60
37;mujer;comercio;7
36;mujer;produccion;12
36;mujer;comercio;8
47;mujer;comercio;13
40;mujer;servicios;6
39;mujer;comercio;8
35;mujer;produccion;13
36;mujer;comercio;10
36;mujer;servicios;5
36;mujer;produccion;3
36;mujer;produccion;16
34;mujer;servicios;1
36;mujer;comercio;1
34;mujer;produccion;10
36;mujer;produccion;5
38;mujer;comercio;13
35;mujer;comercio;1
34;mujer;servicios;3
35;mujer;servicios;3
35;mujer;comercio;60
34;mujer;servicios;7
51;mujer;servicios;5
35;mujer;produccion;6
34;mujer;produccion;16
34;mujer;comercio;1
45;mujer;comercio;10
37;mujer;produccion;4
35;mujer;servicios;2
35;mujer;comercio;7
37;mujer;comercio;13
34;mujer;comercio;11
35;mujer;produccion;7
35;mujer;produccion;1
35;mujer;produccion;13
33;mujer;comercio;10
30;mujer;servicios;1
34;mujer;comercio;16
53;mujer;comercio;1
36;mujer;comercio;1
43;mujer;comercio;10
41;mujer;comercio;13
35;mujer;comercio;1
61;mujer;comercio;2
58;mujer;comercio;60
51;mujer;servicios;60
50;mujer;servicios;80
43;mujer;servicios;5
44;mujer;produccion;5
40;mujer;servicios;4
37;mujer;produccion;10
35;mujer;comercio;5
33;mujer;comercio;12
36;mujer;produccion;4
34;mujer;produccion;6
51;mujer;comercio;4
36;mujer;comercio;8
34;mujer;comercio;50
36;mujer;comercio;1
45;mujer;comercio;10
35;mujer;comercio;7
35;mujer;produccion;4
34;mujer;produccion;4
36;mujer;servicios;4
36;mujer;produccion;15
34;mujer;comercio;6
36;mujer;comercio;4
35;mujer;comercio;13
35;mujer;produccion;4
35;mujer;comercio;4
33;mujer;produccion;5
41;mujer;produccion;3
36;mujer;comercio;5
49;mujer;comercio;10
47;mujer;servicios;3
44;mujer;produccion;8
42;mujer;comercio;7
42;mujer;comercio;12
39;mujer;produccion;7
42;mujer;produccion;7
20;mujer;servicios;16
40;mujer;comercio;16
34;mujer;servicios;1
32;mujer;servicios;13
55;mujer;produccion;4
49;mujer;servicios;6
46;mujer;comercio;90
48;mujer;produccion;90
40;mujer;servicios;2
40;mujer;comercio;7
53;mujer;produccion;4
41;mujer;comercio;90
32;mujer;comercio;4
32;mujer;servicios;13
34;mujer;produccion;13
34;mujer;comercio;12
34;mujer;servicios;7
32;mujer;comercio;16
35;mujer;servicios;16
32;mujer;servicios;7
34;mujer;comercio;4
33;mujer;servicios;4
34;mujer;comercio;7
63;mujer;comercio;5
63;mujer;comercio;10
63;mujer;comercio;10
65;mujer;comercio;7
59;mujer;servicios;5
60;mujer;comercio;3
56;mujer;produccion;60
58;mujer;comercio;7
56;mujer;produccion;16
57;mujer;produccion;6
25;mujer;produccion;90
58;mujer;comercio;4
56;mujer;servicios;60
57;mujer;servicios;60
57;mujer;comercio;9
57;mujer;comercio;10
56;mujer;comercio;16
57;mujer;comercio;16
56;mujer;comercio;1
70;mujer;comercio;13
63;mujer;servicios;4
65;mujer;produccion;4
69;mujer;produccion;15
37;mujer;comercio;6
37;mujer;produccion;4
39;mujer;comercio;10
36;mujer;servicios;1
35;mujer;produccion;3
36;mujer;produccion;4
35;mujer;comercio;11
34;mujer;servicios;7
35;mujer;servicios;7
35;mujer;comercio;7
36;mujer;comercio;60
37;mujer;comercio;5
36;mujer;produccion;13
43;mujer;servicios;80
39;mujer;produccion;9
36;mujer;comercio;13
34;mujer;servicios;13
35;mujer;servicios;13
32;mujer;produccion;2
33;mujer;servicios;4
36;mujer;produccion;9
35;mujer;servicios;4
34;mujer;comercio;10
33;mujer;produccion;6
45;mujer;comercio;1
71;mujer;comercio;3
35;mujer;comercio;9
42;mujer;comercio;12
69;mujer;produccion;5
70;mujer;comercio;2
67;mujer;comercio;7
67;mujer;servicios;9
46;mujer;servicios;6
66;mujer;comercio;5
68;mujer;produccion;6
67;mujer;comercio;1
67;mujer;comercio;10
69;mujer;comercio;10
68;mujer;comercio;8
67;mujer;servicios;15
69;mujer;comercio;6
67;mujer;comercio;7
66;mujer;produccion;6
69;mujer;comercio;5
66;mujer;produccion;80
65;mujer;servicios;4
68;mujer;comercio;10
67;mujer;servicios;5
66;mujer;comercio;5
68;mujer;comercio;5
67;mujer;comercio;12
67;mujer;comercio;9
66;mujer;servicios;4
68;mujer;produccion;16
67;mujer;comercio;7
71;mujer;produccion;1
66;mujer;comercio;4
66;mujer;comercio;6
65;mujer;servicios;2
66;mujer;produccion;2
66;mujer;comercio;9
66;mujer;servicios;5
67;mujer;comercio;5
69;mujer;comercio;4
64;mujer;comercio;5
66;mujer;comercio;5
65;mujer;comercio;11
66;mujer;comercio;4
66;mujer;produccion;5
65;mujer;comercio;3
67;mujer;comercio;3
67;mujer;comercio;4
69;mujer;comercio;10
69;mujer;comercio;8
66;mujer;comercio;16
29;mujer;comercio;6
64;mujer;comercio;8
65;mujer;comercio;8
68;mujer;produccion;4
64;mujer;produccion;10
66;mujer;comercio;10
64;mujer;comercio;4
66;mujer;comercio;4
66;mujer;comercio;7
69;mujer;comercio;3
69;mujer;comercio;2
63;mujer;comercio;6
63;mujer;produccion;4
65;mujer;produccion;4
66;mujer;comercio;4
66;mujer;produccion;9
31;mujer;produccion;9
65;mujer;produccion;6
43;mujer;produccion;7
64;mujer;comercio;11
27;mujer;comercio;16
64;mujer;produccion;60
36;mujer;servicios;15
68;mujer;comercio;2
69;mujer;comercio;2
69;mujer;comercio;2
63;mujer;comercio;13
64;mujer;comercio;13
64;mujer;servicios;8
62;mujer;comercio;2
65;mujer;comercio;2
63;mujer;comercio;10
42;mujer;comercio;3
65;mujer;produccion;3
64;mujer;produccion;8
65;mujer;comercio;9
64;mujer;comercio;60
64;mujer;comercio;13
63;mujer;comercio;6
62;mujer;servicios;16
66;mujer;comercio;2
44;mujer;comercio;2
62;mujer;produccion;7
63;mujer;produccion;7
67;mujer;comercio;1
63;mujer;servicios;5
64;mujer;comercio;9
63;mujer;comercio;6
64;mujer;comercio;6
63;mujer;produccion;7
70;mujer;comercio;7
72;mujer;comercio;7
61;mujer;comercio;13
59;mujer;comercio;4
64;mujer;produccion;13
62;mujer;servicios;90
63;mujer;produccion;11
63;mujer;comercio;7
61;mujer;produccion;9
62;mujer;comercio;4
63;mujer;comercio;4
64;mujer;produccion;10
60;mujer;comercio;8
63;mujer;comercio;4
64;mujer;comercio;4
33;mujer;comercio;10
63;mujer;produccion;3
61;mujer;comercio;8
63;mujer;comercio;4
62;mujer;produccion;7
61;mujer;produccion;4
59;mujer;servicios;9
62;mujer;comercio;9
60;mujer;servicios;7
60;mujer;comercio;6
61;mujer;comercio;9
62;mujer;comercio;15
62;mujer;comercio;6
62;mujer;comercio;4
61;mujer;comercio;10
64;mujer;comercio;7
60;mujer;servicios;8
61;mujer;comercio;8
62;mujer;produccion;8
60;mujer;comercio;5
62;mujer;comercio;5
60;mujer;comercio;13
59;mujer;comercio;1
62;mujer;comercio;5
66;mujer;comercio;7
63;mujer;comercio;60
62;mujer;comercio;60
62;mujer;comercio;5
64;mujer;servicios;4
59;mujer;comercio;7
65;mujer;comercio;1
63;mujer;servicios;15
61;mujer;produccion;13
65;mujer;comercio;10
61;mujer;comercio;4
63;mujer;comercio;4
60;mujer;comercio;7
61;mujer;servicios;16
63;mujer;produccion;2
62;mujer;comercio;12
61;mujer;comercio;9
57;mujer;comercio;10
59;mujer;comercio;10
68;mujer;servicios;3
52;mujer;comercio;2
54;mujer;comercio;2
55;mujer;produccion;2
49;mujer;comercio;1
49;mujer;comercio;13
40;mujer;comercio;13
38;mujer;servicios;1
32;mujer;produccion;2
50;mujer;produccion;5
57;mujer;comercio;15
58;mujer;produccion;7
49;mujer;comercio;10
39;mujer;comercio;2
49;mujer;servicios;10
43;mujer;servicios;11
35;mujer;comercio;4
28;mujer;servicios;10
33;mujer;servicios;8
35;mujer;comercio;80
45;mujer;comercio;4
44;mujer;comercio;9
42;mujer;comercio;4
31;mujer;comercio;7
53;mujer;comercio;3
34;mujer;comercio;4
68;mujer;comercio;4
61;mujer;produccion;10
59;mujer;comercio;8
57;mujer;produccion;7
59;mujer;produccion;7
55;mujer;servicios;16
55;mujer;servicios;6
52;mujer;comercio;80
54;mujer;comercio;13
59;mujer;comercio;10
37;mujer;comercio;12
46;mujer;comercio;10
55;mujer;produccion;7
62;mujer;produccion;4
34;mujer;comercio;6
48;mujer;comercio;9
54;mujer;comercio;8
46;mujer;comercio;7
44;mujer;comercio;6
48;mujer;comercio;60
49;mujer;comercio;80
51;mujer;comercio;80
42;mujer;servicios;2
38;mujer;comercio;6
34;mujer;servicios;7
36;mujer;servicios;15
33;mujer;servicios;9
36;hombre;comercio;90
34;mujer;servicios;7
47;mujer;comercio;3
41;mujer;servicios;8
38;mujer;servicios;10
34;mujer;servicios;4
34;mujer;servicios;9
35;mujer;produccion;7
37;mujer;comercio;7
56;mujer;produccion;90
38;mujer;produccion;6
70;mujer;comercio;90
55;mujer;produccion;4
39;mujer;comercio;7
34;mujer;comercio;13
51;mujer;comercio;10
53;mujer;comercio;10
59;mujer;comercio;4
57;mujer;servicios;15
56;mujer;produccion;2
39;mujer;comercio;70
52;mujer;servicios;8
47;mujer;servicios;7
60;mujer;comercio;1
45;mujer;produccion;7
40;mujer;comercio;8
60;mujer;comercio;80
53;mujer;servicios;2
55;mujer;servicios;2
55;mujer;comercio;4
48;mujer;comercio;1
48;mujer;comercio;1
45;mujer;servicios;1
43;mujer;comercio;16
40;mujer;comercio;7
35;mujer;comercio;5
37;mujer;comercio;5
35;mujer;servicios;13
34;mujer;produccion;6
36;mujer;servicios;60
34;mujer;comercio;2
33;mujer;comercio;4
34;mujer;produccion;5
46;mujer;produccion;9
35;mujer;servicios;15
35;mujer;comercio;13
34;mujer;comercio;3
35;mujer;produccion;4
33;mujer;comercio;16
37;mujer;produccion;3
35;mujer;servicios;1
35;mujer;servicios;16
33;mujer;comercio;7
33;mujer;produccion;4
34;mujer;servicios;1
34;mujer;comercio;4
35;mujer;comercio;1
33;mujer;comercio;7
33;mujer;servicios;2
34;mujer;servicios;2
35;mujer;comercio;5
35;mujer;comercio;4
32;mujer;comercio;9
61;mujer;comercio;4
35;mujer;servicios;6
35;mujer;comercio;2
55;mujer;comercio;13
52;mujer;produccion;8
49;mujer;produccion;2
41;mujer;comercio;10
45;mujer;servicios;80
39;mujer;comercio;15
41;mujer;comercio;15
52;mujer;comercio;13
53;mujer;comercio;80
49;mujer;servicios;9
40;mujer;servicios;4
40;mujer;comercio;7
39;mujer;comercio;10
63;mujer;servicios;90
55;mujer;produccion;16
44;mujer;comercio;3
53;mujer;produccion;9
53;mujer;comercio;7
43;mujer;produccion;1
44;mujer;produccion;9
42;mujer;produccion;4
43;mujer;servicios;16
41;mujer;comercio;7
40;mujer;produccion;4
41;mujer;produccion;2
41;mujer;servicios;3
39;mujer;comercio;2
41;mujer;produccion;80
45;mujer;servicios;80
36;mujer;comercio;10
33;mujer;comercio;2
59;mujer;comercio;7
53;mujer;comercio;7
51;mujer;comercio;3
50;mujer;produccion;4
50;mujer;comercio;8
48;mujer;servicios;8
48;mujer;comercio;1
41;mujer;produccion;16
45;mujer;comercio;13
46;mujer;comercio;1
40;mujer;servicios;1
42;mujer;comercio;12
38;mujer;comercio;3
35;mujer;comercio;3
37;mujer;comercio;3
35;mujer;servicios;8
38;mujer;servicios;10
35;mujer;comercio;12
39;mujer;produccion;1
31;mujer;comercio;90
51;mujer;comercio;7
50;mujer;produccion;60
39;mujer;comercio;1
41;mujer;comercio;1
38;mujer;produccion;4
37;mujer;comercio;10
53;mujer;comercio;10
49;mujer;comercio;1
45;mujer;comercio;13
42;mujer;produccion;13
40;mujer;servicios;1
37;mujer;servicios;6
56;mujer;comercio;6
53;mujer;comercio;3
55;mujer;produccion;4
49;mujer;comercio;10
49;mujer;produccion;9
46;mujer;comercio;8
44;mujer;comercio;12
41;mujer;produccion;10
36;mujer;produccion;4
34;mujer;comercio;60
58;mujer;comercio;7
60;mujer;comercio;80
53;mujer;comercio;6
50;mujer;comercio;4
49;mujer;comercio;10
46;mujer;produccion;12
47;mujer;comercio;4
49;mujer;comercio;4
48;mujer;comercio;3
49;mujer;comercio;4
45;mujer;comercio;4
45;mujer;comercio;7
49;mujer;comercio;4
48;mujer;comercio;6
49;mujer;comercio;6
43;mujer;servicios;7
44;mujer;comercio;3
46;mujer;servicios;13
44;mujer;produccion;90
43;mujer;comercio;3
41;mujer;comercio;4
49;mujer;comercio;1
42;mujer;produccion;7
47;mujer;comercio;5
52;mujer;comercio;8
38;mujer;produccion;3
39;mujer;comercio;8
47;mujer;comercio;1
40;mujer;comercio;13
38;mujer;produccion;15
36;mujer;comercio;12
34;mujer;comercio;13
36;mujer;comercio;1
34;mujer;servicios;1
53;mujer;comercio;9
50;mujer;comercio;5
47;mujer;comercio;12
47;mujer;produccion;90
42;mujer;comercio;90
37;mujer;produccion;13
35;mujer;produccion;8
36;mujer;comercio;13
51;mujer;comercio;13
52;mujer;produccion;13
52;mujer;comercio;8
53;mujer;comercio;15
50;mujer;comercio;4
54;mujer;comercio;2
55;mujer;comercio;2
34;mujer;produccion;13
57;mujer;comercio;10
59;mujer;comercio;10
58;mujer;comercio;6
59;mujer;servicios;12
60;mujer;comercio;10
55;mujer;produccion;5
57;mujer;produccion;5
54;mujer;servicios;16
46;mujer;produccion;8
46;mujer;comercio;5
43;mujer;comercio;4
45;mujer;produccion;4
45;mujer;servicios;9
46;mujer;servicios;9
36;mujer;produccion;9
36;mujer;comercio;7
38;mujer;comercio;7
35;mujer;comercio;10
32;mujer;comercio;10
53;mujer;comercio;8
49;mujer;comercio;90
45;mujer;produccion;4
47;mujer;produccion;4
25;mujer;produccion;4
43;mujer;produccion;7
40;mujer;produccion;90
42;mujer;produccion;9
34;mujer;comercio;13
35;mujer;servicios;13
34;mujer;comercio;13
59;mujer;comercio;7
48;mujer;comercio;16
36;mujer;servicios;4
36;mujer;comercio;13
55;mujer;comercio;8
55;mujer;produccion;80
52;mujer;comercio;5
54;mujer;comercio;5
59;mujer;comercio;3
67;mujer;comercio;2
49;mujer;produccion;2
48;mujer;comercio;4
25;mujer;comercio;7
54;mujer;comercio;7
46;mujer;comercio;3
47;mujer;servicios;4
46;mujer;comercio;4
46;mujer;produccion;16
45;mujer;comercio;1
20;mujer;comercio;90
44;mujer;produccion;16
43;mujer;comercio;13
43;mujer;servicios;2
39;mujer;comercio;4
24;mujer;comercio;2
36;mujer;comercio;8
37;mujer;comercio;7
35;mujer;comercio;1
35;mujer;comercio;9
58;mujer;comercio;13
58;mujer;comercio;8
22;mujer;comercio;4
32;mujer;comercio;7
58;mujer;comercio;15
63;mujer;produccion;80
59;mujer;produccion;16
56;mujer;servicios;80
58;mujer;produccion;4
55;mujer;comercio;80
57;mujer;comercio;90
56;mujer;comercio;9
58;mujer;comercio;16
56;mujer;comercio;6
57;mujer;produccion;1
57;mujer;comercio;5
55;mujer;comercio;3
54;mujer;comercio;5
52;mujer;produccion;15
63;mujer;comercio;1
53;mujer;comercio;8
54;mujer;produccion;16
54;mujer;comercio;10
57;mujer;comercio;1
51;mujer;comercio;60
53;mujer;produccion;6
52;mujer;comercio;7
52;mujer;comercio;15
54;mujer;comercio;10
51;mujer;produccion;5
42;mujer;produccion;13
50;mujer;produccion;3
53;mujer;comercio;1
52;mujer;comercio;5
51;mujer;produccion;11
51;mujer;comercio;1
52;mujer;comercio;1
50;mujer;comercio;7
50;mujer;comercio;15
50;mujer;comercio;16
50;mujer;comercio;13
51;mujer;comercio;2
47;mujer;comercio;4
48;mujer;servicios;4
47;mujer;comercio;2
52;mujer;comercio;2
48;mujer;comercio;9
49;mujer;comercio;9
48;mujer;servicios;9
49;mujer;servicios;60
28;mujer;comercio;80
47;mujer;produccion;12
52;mujer;comercio;10
48;mujer;comercio;4
47;mujer;comercio;9
49;mujer;comercio;9
49;mujer;comercio;10
47;mujer;comercio;7
50;mujer;comercio;4
49;mujer;servicios;4
49;mujer;produccion;13
49;mujer;comercio;13
48;mujer;produccion;13
47;mujer;comercio;10
49;mujer;comercio;13
47;mujer;comercio;1
48;mujer;comercio;1
47;mujer;comercio;15
49;mujer;servicios;7
46;mujer;servicios;6
47;mujer;comercio;6
46;mujer;produccion;5
46;mujer;comercio;60
47;mujer;servicios;16
49;mujer;produccion;16
48;mujer;produccion;13
47;mujer;produccion;4
49;mujer;produccion;6
48;mujer;comercio;13
50;mujer;comercio;13
47;mujer;comercio;7
46;mujer;produccion;14
45;mujer;comercio;90
46;mujer;comercio;80
45;mujer;comercio;90
46;mujer;comercio;7
45;mujer;comercio;16
47;mujer;servicios;5
44;mujer;servicios;7
46;mujer;comercio;15
45;mujer;servicios;1
47;mujer;comercio;1
45;mujer;comercio;13
46;mujer;comercio;13
44;mujer;comercio;4
46;mujer;produccion;3
47;mujer;produccion;3
44;mujer;comercio;13
48;mujer;comercio;90
43;mujer;servicios;7
46;mujer;servicios;7
48;mujer;produccion;2
44;mujer;comercio;90
57;mujer;produccion;13
52;mujer;produccion;2
40;mujer;comercio;2
35;mujer;comercio;5
31;mujer;comercio;7
51;mujer;produccion;9
47;mujer;comercio;5
47;mujer;comercio;3
45;mujer;servicios;2
42;mujer;produccion;1
34;mujer;comercio;15
33;mujer;produccion;9
54;mujer;comercio;5
45;mujer;comercio;2
47;mujer;comercio;2
44;mujer;produccion;8
63;mujer;produccion;9
60;mujer;produccion;9
59;mujer;servicios;15
58;mujer;comercio;10
63;mujer;comercio;4
65;mujer;comercio;4
58;mujer;comercio;10
